fiscal_year,service,branch,profile_id,profile,fund_type,fund,approved
2024,Roads,Infrastructure Delivery,20-20-2024,Edmonton-Strathcona County Pedestrian Bridge,Pay-As-You-Go (PAYG),Pay-As-You-Go,4481000.00
2024,Roads,Infrastructure Delivery,18-66-2309,Ellerslie Road (127 St - 135 St) 4 Lane Widening,Pay-As-You-Go (PAYG),Pay-As-You-Go,4000.00
2024,Roads,Infrastructure Delivery,22-22-9701,Gateway Blvd Renewal (University Avenue to 82 Avenue),Pay-As-You-Go (PAYG),Pay-As-You-Go,741000.00
2024,Roads,Infrastructure Delivery,21-24-9302,Glenora Bridge (B097) Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2000.00
2024,Roads,Infrastructure Delivery,19-22-9002,Imagine Jasper 109-114 St - Phase 1,Pay-As-You-Go (PAYG),Pay-As-You-Go,34000.00
2024,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Grants,Federal - Active Transportation Fund,598000.00
2024,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Grants,Local Government Fiscal Framework,425000.00
2024,Roads,Infrastructure Delivery,23-22-9704,Imagine Jasper Avenue (114 Street - 124 Street),Pay-As-You-Go (PAYG),Pay-As-You-Go,105000.00
2024,Roads,Infrastructure Delivery,17-74-4103,Jasper Avenue New Vision Phase 2,Community Revitalization Levy,Debt CRL Downtown,154000.00
2024,Roads,Infrastructure Delivery,21-24-9301,Latta Bridge (B027) Replacement,Grants,Canada Community-Building Fund (CCBF),494000.00
2024,Roads,Infrastructure Delivery,21-24-9301,Latta Bridge (B027) Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,208000.00
2024,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Grants,Local Government Fiscal Framework,551000.00
2024,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Grants,Munc Sustain. Initiative - MSI,794000.00
2024,Roads,Infrastructure Delivery,25-24-9436,Mill Creek Trestle Bridge (B034) and 76 Avenue Culvert (B038),Pay-As-You-Go (PAYG),Pay-As-You-Go,121000.00
2024,Roads,Infrastructure Delivery,21-25-9500,Parsons Industrial Neighbourhood Renewal,Reserves,Neighborhood Renewal Reserve,6000.00
2024,Roads,Infrastructure Delivery,24-10-9430,Poundmaker Snow Storage Site Upgrades,Grants,Local Government Fiscal Framework,350000.00
2024,Roads,Infrastructure Delivery,24-10-9430,Poundmaker Snow Storage Site Upgrades,Pay-As-You-Go (PAYG),Pay-As-You-Go,50000.00
2024,Roads,Infrastructure Delivery,06-66-1612,Ring Road Connectors,Developer / Partner Financing,Developer ARA,1000.00
2024,Roads,Infrastructure Delivery,23-22-9702,Rossdale Road Reconstruction (103 Street to Low Level Bridge),Pay-As-You-Go (PAYG),Pay-As-You-Go,708000.00
2024,Roads,Infrastructure Delivery,21-22-9401,Stony Plain Road Rehab - 184 St to 231 St & 231 St to AH Drive,Pay-As-You-Go (PAYG),Pay-As-You-Go,9000.00
2024,Roads,Infrastructure Delivery,19-22-9006,Terwillegar Drive Expressway Upgrades - Alternate Staging,Grants,Provincial Grant,18880000.00
2024,Roads,Infrastructure Delivery,19-22-9006,Terwillegar Drive Expressway Upgrades - Alternate Staging,Tax-Supported Debt,Tax-Supported Debt,39828000.00
2024,Roads,Infrastructure Delivery,24-24-9423,Wellington Bridge Replacement,Grants,Local Government Fiscal Framework,953000.00
2024,Roads,Infrastructure Delivery,24-24-9423,Wellington Bridge Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,95000.00
2024,Roads,Infrastructure Delivery,23-22-9705,Whitemud Drive: E/Anthony Henday Dr. - W/Anthony Henday Dr.,Pay-As-You-Go (PAYG),Pay-As-You-Go,1073000.00
2024,Roads,Infrastructure Delivery,20-20-9201,Yellowhead Trail - 123 Avenue: 156 Street to 142 Street,Tax-Supported Debt,Tax-Supported Debt,2000.00
2024,Roads,Infrastructure Delivery,21-24-9300,Yellowhead Trail - Noise Attenuation System (97 Street -Fort Rd),Tax-Supported Debt,Tax-Supported Debt,837000.00
2024,Roads,Infrastructure Delivery,20-20-9202,Yellowhead Trail East Widening (61 St to North Saskatchewan River,Grants,Federal Bldg Canada Fund,86000.00
2024,Roads,Infrastructure Delivery,20-20-9202,Yellowhead Trail East Widening (61 St to North Saskatchewan River,Grants,Provincial BCF - matching,86000.00
2024,Roads,Infrastructure Delivery,20-20-9202,Yellowhead Trail East Widening (61 St to North Saskatchewan River,Tax-Supported Debt,Tax-Supported Debt,135000.00
2024,Roads,Infrastructure Delivery,CM-99-0060,Yellowhead Trail Freeway Conversion: Project Development,Developer / Partner Financing,Developer Financing,30000.00
2024,Roads,Infrastructure Delivery,CM-99-0060,Yellowhead Trail Freeway Conversion: Project Development,Grants,Federal Bldg Canada Fund,369000.00
2024,Roads,Infrastructure Delivery,CM-99-0060,Yellowhead Trail Freeway Conversion: Project Development,Grants,Provincial BCF - matching,369000.00
2024,Roads,Infrastructure Delivery,CM-99-0060,Yellowhead Trail Freeway Conversion: Project Development,Tax-Supported Debt,Tax-Supported Debt,-751000.00
2024,Roads,Infrastructure Delivery,24-22-9706,Yellowhead Trail Rehabilitation: 107 Street to Fort Road,Grants,Local Government Fiscal Framework,5446000.00
2024,Roads,Infrastructure Delivery,24-22-9706,Yellowhead Trail Rehabilitation: 107 Street to Fort Road,Pay-As-You-Go (PAYG),Pay-As-You-Go,765000.00
2024,Roads,Infrastructure Planning and Design,CM-20-0330,Active Transportation Implementation Acceleration - Approach 3,Tax-Supported Debt,Tax-Supported Debt,10010000.00
2024,Roads,Infrastructure Planning and Design,CM-50-5050,CRL Projects - Planning and Design,Community Revitalization Levy,Debt CRL Downtown,19000.00
2024,Roads,Infrastructure Planning and Design,23-24-0300,High Level Bridge Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,2381000.00
2024,Roads,Infrastructure Planning and Design,CM-20-3100,Missing and Enhanced Sidewalk Connections,Tax-Supported Debt,Tax-Supported Debt,3886000.00
2024,Roads,Infrastructure Planning and Design,CM-29-0000,Transportation - Minor Renewal Program,Reserves,Neighborhood Renewal Reserve,8296000.00
2024,Roads,Infrastructure Planning and Design,CM-24-0000,Transportation: Bridges & Auxiliary Structures - Renewal,Grants,Local Government Fiscal Framework,5870000.00
2024,Roads,Infrastructure Planning and Design,CM-24-0000,Transportation: Bridges & Auxiliary Structures - Renewal,Grants,Munc Sustain. Initiative - MSI,-1018000.00
2024,Roads,Infrastructure Planning and Design,CM-24-0000,Transportation: Bridges & Auxiliary Structures - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,4130000.00
2024,Roads,Infrastructure Planning and Design,CM-22-0000,Transportation: Goods Movement - Arterial Renewal,Grants,Local Government Fiscal Framework,128000.00
2024,Roads,Infrastructure Planning and Design,CM-22-0000,Transportation: Goods Movement - Arterial Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1434000.00
2024,Roads,Infrastructure Planning and Design,CM-20-2020,Transportation: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,771000.00
2024,Roads,Infrastructure Planning and Design,CM-26-0000,Transportation: Traffic Systems - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1995000.00
2024,Roads,LRT Expansion and Renewal,21-50-9100,103A Avenue Pedway,Community Revitalization Levy,Debt CRL Downtown,11244000.00
2024,Roads,LRT Expansion and Renewal,21-50-9100,103A Avenue Pedway,Pay-As-You-Go (PAYG),Pay-As-You-Go,100000.00
2024,Roads,Parks and Roads Services,CM-66-2566,LED Streetlight Conversion,Tax-Supported Debt,Tax-Supported Debt,2471000.00
2024,Roads,Parks and Roads Services,14-66-2570,Parking Control Technology,Other Misc Financing,Other,137000.00
2024,Roads,Parks and Roads Services,CM-66-2194,Regulated Safety Upgrades at Railway Crossings,Reserves,Traffic Safety Automated Enfmt Resrv,72000.00
2024,Roads,Parks and Roads Services,CM-66-2590,School Safety,Reserves,Traffic Safety Automated Enfmt Resrv,12000.00
2024,Roads,Parks and Roads Services,CM-66-2580,Speed Limit Reduction,Reserves,Traffic Safety Automated Enfmt Resrv,45000.00
2024,Roads,Parks and Roads Services,CM-66-2525,Traffic Signals - Developer and ARA Funded,Developer / Partner Financing,Developer ARA,1379000.00
2024,Roads,Parks and Roads Services,CM-66-2525,Traffic Signals - Developer and ARA Funded,Developer / Partner Financing,Developer Financing,5059000.00
2024,Utilities,Blatchford Redevelopment Project,20-83-9001,Downtown District Energy Initiative,Reserves,Financial Stabilization Resrv.,120000.00
2024,Utilities,Blatchford Redevelopment Project,20-83-9001,Downtown District Energy Initiative,Tax-Supported Debt,Tax-Supported Debt,18081000.00
2024,Utilities,Infrastructure Delivery,22-83-8384,Blatchford District Energy Sharing System - Energy Transfer St,Developer / Partner Financing,Partnership Funding,100000.00
2024,Utilities,Infrastructure Delivery,25-81-2055,Coronation Eco Station Expansion,Retained Earnings,Waste Mgt Retained Earnings,3298000.00
2024,Utilities,Infrastructure Delivery,25-81-2056,EWMC Water Distribution System Upgrade,Retained Earnings,Waste Mgt Retained Earnings,476000.00
2024,Utilities,Infrastructure Delivery,18-33-2033,Groundwater Diversion System Replacement,Self-Liquidating Debentures,Self-Liquidating Debentures,206000.00
2024,Utilities,Infrastructure Delivery,13-33-2023,High Solids Anaerobic Digestion Facility,Retained Earnings,Waste Mgt Retained Earnings,-231000.00
2024,Utilities,Infrastructure Delivery,20-81-2052,Refuse Derived Fuel Facility Enhancements,Retained Earnings,Waste Mgt Retained Earnings,47000.00
2024,Utilities,Infrastructure Delivery,CM-81-2045,Waste Services IIS Infrastructure Delivery,Retained Earnings,Waste Mgt Retained Earnings,-2866000.00
2024,Utilities,Infrastructure Delivery,CM-81-2045,Waste Services IIS Infrastructure Delivery,Self-Liquidating Debentures,Self-Liquidating Debentures,2575000.00
2024,Utilities,Infrastructure Planning and Design,23-81-3060,Organics Screening and Mixing System,Retained Earnings,Waste Mgt Retained Earnings,3000.00
2024,Utilities,Infrastructure Planning and Design,CM-81-0005,Waste Services IIS Infrastructure Planning and Design,Retained Earnings,Waste Mgt Retained Earnings,639000.00
2024,Utilities,Renewable Energy Systems,CM-83-8383,Blatchford Renewable Energy Utility P&D - Growth,Grants,NRCan SREPs Grant - Fed,16000.00
2024,Utilities,Renewable Energy Systems,CM-83-8383,Blatchford Renewable Energy Utility P&D - Growth,Tax-Supported Debt,Self Supporting-Tax Guaranteed,38000.00
2024,Utilities,Renewable Energy Systems,21-83-8384,Distribution Piping System,Grants,NRCan SREPs Grant - Fed,486000.00
2024,Utilities,Renewable Energy Systems,21-83-8384,Distribution Piping System,Tax-Supported Debt,Self Supporting-Tax Guaranteed,2475000.00
2024,Utilities,Waste Services,19-81-2050,Alberta Clean Energy Technology Accelerator (ACETA),Grants,Other Grants - Provincial,-19000.00
2024,Utilities,Waste Services,19-81-2050,Alberta Clean Energy Technology Accelerator (ACETA),Retained Earnings,Waste Mgt Retained Earnings,19000.00
2024,Utilities,Waste Services,20-81-2020,Materials Recovery Facility (MRF) Renewal,Self-Liquidating Debentures,Self-Liquidating Debentures,-30000.00
2024,Utilities,Waste Services,23-81-2054,Three-stream Communal Collection,Retained Earnings,Waste Mgt Retained Earnings,3241000.00
2024,Utilities,Waste Services,CM-81-2005,Waste Containers,Self-Liquidating Debentures,Self-Liquidating Debentures,1674000.00
2024,Utilities,Waste Services,CM-81-2047,"Waste Services Facilities, Infrastructure and Process Equipment",Self-Liquidating Debentures,Self-Liquidating Debentures,7177000.00
2024,Utilities,Waste Services,CM-81-2048,Waste Services Fleet Assets,Retained Earnings,Waste Mgt Retained Earnings,10348000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,21-20-9301,Yellowhead Trail - 156 Street to St Albert Trail,Grants,Federal Bldg Canada Fund,8751000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,21-20-9301,Yellowhead Trail - 156 Street to St Albert Trail,Grants,Provincial BCF - matching,8751000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,21-20-9301,Yellowhead Trail - 156 Street to St Albert Trail,Tax-Supported Debt,Tax-Supported Debt,19764000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,21-20-9302,Yellowhead Trail - Fort Road Widening,Grants,Federal Bldg Canada Fund,5481000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,21-20-9302,Yellowhead Trail - Fort Road Widening,Grants,Provincial BCF - matching,5481000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,21-20-9302,Yellowhead Trail - Fort Road Widening,Tax-Supported Debt,Tax-Supported Debt,-2497000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Grants,Federal Bldg Canada Fund,18860000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Grants,Local Government Fiscal Framework,12200000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Grants,Provincial BCF - matching,18860000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,24-20-9350,Yellowhead Trail - St Albert Trail to 97 Street,Tax-Supported Debt,Tax-Supported Debt,13828000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,CM-99-9600,Yellowhead Trail Freeway Conversion: Project Delivery,Grants,Federal Bldg Canada Fund,3000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,CM-99-9600,Yellowhead Trail Freeway Conversion: Project Delivery,Grants,Provincial BCF - matching,3000.00
2024,Yellowhead Trail Freeway Conversion,Infrastructure Delivery,CM-99-9600,Yellowhead Trail Freeway Conversion: Project Delivery,Tax-Supported Debt,Tax-Supported Debt,5000.00
2025,Blatchford Redevelopment,Blatchford Redevelopment Office,CM-83-0001,District Energy Network Strategy and District Energy Nodes,Tax-Supported Debt,Tax-Supported Debt,3042000.00
2025,Blatchford Redevelopment,Blatchford Redevelopment Project,17-02-2107,Blatchford District Energy System [DES],Grants,NRCan SREPs Grant - Fed,298000.00
2025,Blatchford Redevelopment,Blatchford Redevelopment Project,17-02-2107,Blatchford District Energy System [DES],Tax-Supported Debt,Self Supporting-Tax Guaranteed,623000.00
2025,Blatchford Redevelopment,Blatchford Redevelopment Project,14-02-2106,Blatchford Redevelopment Implementation,Retained Earnings,Blatchford Lands Retained Earnings,62832000.00
2025,Building Renewal,Infrastructure Delivery,17-99-2001,Century Place Base Bldg Rehab & Tenant Improvements,Pay-As-You-Go (PAYG),Pay-As-You-Go,383000.00
2025,Building Renewal,Infrastructure Delivery,15-75-0106,Davies Site Richard Paterson Garage Building Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,17000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-10-0001,Climate Resilient City Facility Upgrades,Tax-Supported Debt,Tax-Supported Debt,14101000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-19-0000,Facilities - Minor Renewal Program,Developer / Partner Financing,Partnership Funding,186000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-19-0000,Facilities - Minor Renewal Program,Grants,Local Government Fiscal Framework,23437000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-19-0000,Facilities - Minor Renewal Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,4726000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-19-0000,Facilities - Minor Renewal Program,Reserves,City's St. Francis Xavier Reserve,151000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-12-0000,Facility: Service Delivery - Renewal,Grants,Other Grants - Federal,56000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-12-0000,Facility: Service Delivery - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2468000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-13-0000,Facility: Service Support - Renewal,Grants,Local Government Fiscal Framework,22447000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-13-0000,Facility: Service Support - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,4702000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-10-1012,On-Site Microgeneration Solar Photovoltaics,Pay-As-You-Go (PAYG),Pay-As-You-Go,19000.00
2025,Building Renewal,Infrastructure Planning and Design,CM-10-1012,On-Site Microgeneration Solar Photovoltaics,Tax-Supported Debt,Tax-Supported Debt,6000.00
2025,Corporate Support,Development Services,CM-17-2040,Urban Planning & Economy Service Transformation,Grants,Energy Efficiency Program - Federal,100000.00
2025,Corporate Support,Development Services,CM-17-2040,Urban Planning & Economy Service Transformation,Reserves,Planning and Development Reserve,1859000.00
2025,Corporate Support,Enterprise Commons,19-18-1904,Enterprise Systems Transformation Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,35000000.00
2025,Corporate Support,Fleet and Facility Services,CM-17-2000,Emissions Neutral City Fleet and Equipment,Pay-As-You-Go (PAYG),Pay-As-You-Go,5112000.00
2025,Corporate Support,Fleet and Facility Services,CM-25-3002,"Fleet Fluid Storage, Dispensing and Disposal Systems",Pay-As-You-Go (PAYG),Pay-As-You-Go,1059000.00
2025,Corporate Support,Fleet and Facility Services,3004-12-25T00:00:00.000,Fleet Underground Oil Tanks Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,-4000.00
2025,Corporate Support,Fleet and Facility Services,CM-25-3005,Tools & Shop Equipment Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,49000.00
2025,Corporate Support,Fleet and Facility Services,CM-25-1001,Vehicle and Equipment Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,768000.00
2025,Corporate Support,Fleet and Facility Services,CM-25-1001,Vehicle and Equipment Replacement,Reserves,Fleet Services Replacement Rsv,32977000.00
2025,Corporate Support,Fleet and Facility Services,CM-25-3003,Vehicle and Equipment Service Lift Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,1036000.00
2025,Corporate Support,Infrastructure Delivery,24-10-9411,Kathleen Andrews Transit Garage Solar PV & Battery Projects,Tax-Supported Debt,Tax-Supported Debt,6932000.00
2025,Corporate Support,Infrastructure Planning and Design,19-10-1013,Ambleside Integrated Site - Phase 1,Tax-Supported Debt,Tax-Supported Debt,55226000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-10-1010,Facility: Planning and Design - Growth,Grants,Federal Bldg Canada Fund,500000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-10-1010,Facility: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,13464000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Developer / Partner Financing,Developer Financing,805000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Developer / Partner Financing,Partnership Funding,1921000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Grants,Canada Community-Building Fund (CCBF),1200000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Grants,Federal Bldg Canada Fund,500000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Grants,New School Playground Fund - Prov,250000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Grants,Other Grants - Provincial,509000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,58944000.00
2025,Corporate Support,Infrastructure Planning and Design,CM-99-9000,Infrastructure Delivery - Growth,Tax-Supported Debt,Tax-Supported Debt,6550000.00
2025,Corporate Support,Open City and Technology,19-18-1901,Information Security and Disaster Recovery Enhancements,Pay-As-You-Go (PAYG),Pay-As-You-Go,1553000.00
2025,Corporate Support,Open City and Technology,19-51-1904,Next Generation 9-1-1 (NG911) IP Call Handling,Pay-As-You-Go (PAYG),Pay-As-You-Go,1780000.00
2025,Corporate Support,Open City and Technology,24-18-1000,OCT Cybersecurity Project,Pay-As-You-Go (PAYG),Pay-As-You-Go,5675000.00
2025,Corporate Support,Open City and Technology,19-18-1903,Recreation and Attractions Management (RAMS) Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,172000.00
2025,Corporate Support,Open City and Technology,23-51-1905,Taxation Assessment Collections System (TACS) Transformation,Pay-As-You-Go (PAYG),Pay-As-You-Go,2517000.00
2025,Corporate Support,Open City and Technology,CM-18-1510,Technology Applications - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,5617000.00
2025,Corporate Support,Open City and Technology,CM-18-1514,Technology Implementation - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,924000.00
2025,Corporate Support,Open City and Technology,CM-18-1515,Technology Infrastructure - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,5436000.00
2025,Corporate Support,Open City and Technology,CM-18-1515,Technology Infrastructure - Renewal,Reserves,LRT Reserve,4626000.00
2025,Corporate Support,Parks and Roads Services,CM-33-3001,Commemorative Programs,Developer / Partner Financing,Partnership Funding,143000.00
2025,Corporate Support,Parks and Roads Services,CM-33-3001,Commemorative Programs,Pay-As-You-Go (PAYG),Pay-As-You-Go,74000.00
2025,Corporate Support,Parks and Roads Services,CM-66-0013,Parks and Roads Services - Equipment Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,249000.00
2025,Corporate Support,Service Innovation and Performance,CM-50-0010,Business Intelligence and Analytics - Capital Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1038000.00
2025,Corporate Support,Service Innovation and Performance,23-51-1906,Corporate Integrated Data Solution (CIDS),Pay-As-You-Go (PAYG),Pay-As-You-Go,2488000.00
2025,Economic Development,Capital City Downtown CRL,CM-74-4100,Downtown Community Revitalization Levies Delivery,Community Revitalization Levy,Debt CRL Downtown,18807000.00
2025,Economic Development,Capital City Downtown CRL,15-74-4101,Initial Phase Green and Walkable Downtown,Community Revitalization Levy,Debt CRL Downtown,1392000.00
2025,Economic Development,Capital City Downtown CRL,15-74-4104,Warehouse Campus Neighbourhood Central Park Land Acquisition,Community Revitalization Levy,Debt CRL Downtown,18000.00
2025,Economic Development,Economic Investment Services,15-74-4111,EETP - Stormwater Drainage Solutions,Pay-As-You-Go (PAYG),Pay-As-You-Go,1373000.00
2025,Economic Development,Financial Services,11-17-0099,Edmonton Arena,Developer / Partner Financing,Partnership Funding,3780000.00
2025,Economic Development,Financial Services,11-17-0099,Edmonton Arena,Reserves,Financial Stabilization Resrv.,3670000.00
2025,Economic Development,Infrastructure Delivery,21-12-0320,Edmonton Convention Centre Rehabilitation,Grants,Local Government Fiscal Framework,4988000.00
2025,Economic Development,Infrastructure Delivery,21-12-0320,Edmonton Convention Centre Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,1232000.00
2025,Economic Development,Infrastructure Planning and Design,19-17-0601,River Crossing/West Rossdale Redevelopment,Retained Earnings,Land Fund Retained Earnings,5560000.00
2025,Economic Development,Planning and Environment Services,15-17-3117,TOD Stadium Station Plan Street Network,Community Revitalization Levy,Debt CRL Quarters,101000.00
2025,Economic Development,Planning and Environment Services,15-17-3117,TOD Stadium Station Plan Street Network,Pay-As-You-Go (PAYG),Pay-As-You-Go,418000.00
2025,Economic Development,The Quarters Downtown CRL,15-74-4031,The Quarters Downtown - Phase II,Community Revitalization Levy,Debt CRL Quarters,896000.00
2025,Economic Development,The Quarters Downtown CRL,15-74-4031,The Quarters Downtown - Phase II,Other Misc Financing,Other,-2000.00
2025,Housing,Infrastructure Delivery,24-10-9412,Canora Supportive Housing,Grants,Affordable Housing Partnership Program - Provincial,4249000.00
2025,Housing,Infrastructure Delivery,24-10-9412,Canora Supportive Housing,Grants,Rapid Housing Initiative (Federal),8796000.00
2025,Housing,Infrastructure Delivery,24-10-9412,Canora Supportive Housing,Pay-As-You-Go (PAYG),Pay-As-You-Go,2072000.00
2025,Housing,Infrastructure Delivery,24-10-9412,Canora Supportive Housing,Reserves,Financial Stabilization Resrv.,6967000.00
2025,Housing,Infrastructure Delivery,24-10-9413,Garneau Supportive Housing,Grants,Affordable Housing Partnership Program - Provincial,2338000.00
2025,Housing,Infrastructure Delivery,24-10-9413,Garneau Supportive Housing,Grants,Rapid Housing Initiative (Federal),5051000.00
2025,Housing,Infrastructure Delivery,24-10-9413,Garneau Supportive Housing,Pay-As-You-Go (PAYG),Pay-As-You-Go,5747000.00
2025,Housing,Infrastructure Delivery,23-10-9318,Holyrood Supportive Housing,Reserves,Financial Stabilization Resrv.,4379000.00
2025,Housing,Infrastructure Delivery,21-10-9001,Inglewood Supportive Housing,Pay-As-You-Go (PAYG),Pay-As-You-Go,3000.00
2025,Housing,Infrastructure Delivery,21-10-9007,King Edward Park Supportive Housing,Pay-As-You-Go (PAYG),Pay-As-You-Go,8000.00
2025,Housing,Infrastructure Delivery,21-10-9008,McArthur Supportive Housing,Pay-As-You-Go (PAYG),Pay-As-You-Go,50000.00
2025,Housing,Infrastructure Delivery,21-10-9006,Westmount Supportive Housing,Pay-As-You-Go (PAYG),Pay-As-You-Go,3000.00
2025,Housing,Social Development,19-90-4100,Affordable Housing Land Acquisition & Site Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,7458000.00
2025,Housing,Social Development,19-90-4100,Affordable Housing Land Acquisition & Site Development,Reserves,Financial Stabilization Resrv.,142000.00
2025,Housing,Social Development,CM-90-1000,Housing Accelerator Fund Initiatives and Related Projects,Grants,Housing Accelerator Fund,73096000.00
2025,Housing,Social Development,23-90-4101,Social Housing Capital Renewal Project (City-Owned Sites),Grants,Local Government Fiscal Framework,5500000.00
2025,Housing,Social Development,23-90-4101,Social Housing Capital Renewal Project (City-Owned Sites),Grants,National Housing Co-Investment Fund Contribution,4680000.00
2025,Housing,Social Development,23-90-4101,Social Housing Capital Renewal Project (City-Owned Sites),Pay-As-You-Go (PAYG),Pay-As-You-Go,5000000.00
2025,Land,Real Estate,CM-17-5046,Edmonton Exhibition Lands,Pay-As-You-Go (PAYG),Pay-As-You-Go (non-TCA),-242000.00
2025,Land,Real Estate,CM-17-5046,Edmonton Exhibition Lands,Retained Earnings,Land Fund Retained Earnings,36840000.00
2025,Land,Real Estate,19-16-5055,Heritage Valley Land Development,Retained Earnings,Land Fund Retained Earnings,5875000.00
2025,Land,Real Estate,CM-16-2015,Industrial-Commercial-Investment Land Acquisition,Retained Earnings,Land Fund Retained Earnings,15000000.00
2025,Land,Real Estate,CM-16-2010,Industrial-Commercial-Investment Land Development,Retained Earnings,Land Fund Retained Earnings,17519000.00
2025,Land,Real Estate,25-17-2501,Maple Ridge Industrial Local Improvement,Local Improvements,Local Improvements Property Share,1000000.00
2025,Land,Real Estate,CM-16-5110,Real Estate Investment Purchase,Retained Earnings,Land Fund Retained Earnings,5462000.00
2025,Land,Real Estate,CM-17-5120,Real Estate Transportation Legacy Land Acquisition,Retained Earnings,Land Fund Retained Earnings,1426000.00
2025,Land,Real Estate,CM-16-2020,Residential/Mixed-Use Land Development,Retained Earnings,Land Fund Retained Earnings,17302000.00
2025,Land,Real Estate,CM-16-2025,Residential/Mixed-Use Land Development Acquisition,Developer / Partner Financing,Developer ARA,90000.00
2025,Land,Real Estate,CM-16-2025,Residential/Mixed-Use Land Development Acquisition,Retained Earnings,Land Fund Retained Earnings,1496000.00
2025,Land,Real Estate,CM-17-5047,River Crossing Redevelopment,Retained Earnings,Land Fund Retained Earnings,2942000.00
2025,Land,Real Estate,CM-17-5037,Surplus School Sites - First Place Program,Reserves,Affordable Housing Reserve,112000.00
